"full_name","name","pinyin","zipcode"
"全椒Quanjiao0550","全椒","quanjiao","0550"
"全南Quannan0797","全南","quannan","0797"
"曲阜Qufu0537","曲阜","qufu","0537"
"曲江Qujiang0751","曲江","qujiang","0751"
"饶平Raoping0768","饶平","raoping","0768"
"仁化Renhua0751","仁化","renhua","0751"
"融安Rongan0772","融安","rongan","0772"
"荣昌Rongchang023","荣昌","rongchang","023"
"荣成Rongcheng0631","荣成","rongcheng","0631"
"融水Rongshui0772","融水","rongshui","0772"
"如东Rudong0513","如东","rudong","0513"
"如皋Rugao0513","如皋","rugao","0513"
"瑞安Ruian0577","瑞安","ruian","0577"
"瑞昌Ruichang0792","瑞昌","ruichang","0792"
"瑞金Ruijin0797","瑞金","ruijin","0797"
"乳山Rushan0631","乳山","rushan","0631"
"汝阳Ruyang0379","汝阳","ruyang","0379"
"乳源Ruyuan0751","乳源","ruyuan","0751"
"三江Sanjiang0772","三江","sanjiang","0772"
"三门Sanmen0576","三门","sanmen","0576"
"诏安Saoan0596","诏安","saoan","0596"
"上高Shanggao0795","上高","shanggao","0795"
"上杭Shanghang0597","上杭","shanghang","0597"
"商河Shanghe0531","商河","shanghe","0531"
"上栗Shangli0799","上栗","shangli","0799"
"上林Shanglin0771","上林","shanglin","0771"
"上饶Shangrao0793","上饶","shangrao","0793"
"上犹Shangyou0797","上犹","shangyou","0797"
"上虞Shangyu0575","上虞","shangyu","0575"
"尚志Shangzhi0451","尚志","shangzhi","0451"
"邵武Shaowu0599","邵武","shaowu","0599"
"绍兴Shaoxing0575","绍兴","shaoxing","0575"
"沙县Shaxian0598","沙县","shaxian","0598"
"嵊泗Shengsi0580","嵊泗","shengsi","0580"
"嵊州Shengzhou0575","嵊州","shengzhou","0575"
"莘县Shenxian0635","莘县","shenxian","0635"
"深泽Shenze0311","深泽","shenze","0311"
"歙县Shexian0559","歙县","shexian","0559"
"射阳Sheyang0515","射阳","sheyang","0515"
"石城Shicheng0797","石城","shicheng","0797"
"石林Shilin0871","石林","shilin","0871"
"石狮Shishi0595","石狮","shishi","0595"
"石台Shitai0566","石台","shitai","0566"
"始兴Shixing0751","始兴","shixing","0751"
"石柱Shizhu023","石柱","shizhu","023"
"寿光Shouguang0536","寿光","shouguang","0536"
"寿宁Shouning0593","寿宁","shouning","0593"
"寿县Shouxian0564","寿县","shouxian","0564"
"双城Shuangcheng0451","双城","shuangcheng","0451"
"双流Shuangliu028","双流","shuangliu","028"
"舒城Shucheng0564","舒城","shucheng","0564"
"舒兰Shulan0423","舒兰","shulan","0423"
"顺昌Shunchang0599","顺昌","shunchang","0599"
"沭阳Shuyang0527","沭阳","shuyang","0527"
"泗洪Sihong0527","泗洪","sihong","0527"
"四会Sihui0758","四会","sihui","0758"
"泗水Sishui0537","泗水","sishui","0537"
"泗县Sixian0557","泗县","sixian","0557"
"泗阳Siyang0527","泗阳","siyang","0527"
"嵩明Songming0871","嵩明","songming","0871"
"松溪Songxi0599","松溪","songxi","0599"
"嵩县Songxian0379","嵩县","songxian","0379"
"松阳Songyang0578","松阳","songyang","0578"
"遂昌Suichang0578","遂昌","suichang","0578"
"遂川Suichuan0796","遂川","suichuan","0796"
"睢宁Suining0516","睢宁","suining","0516"
"濉溪Suixi0561","濉溪","suixi","0561"
"遂溪Suixi0759","遂溪","suixi","0759"
"宿松Susong0556","宿松","susong","0556"
"宿豫Suyu0527","宿豫","suyu","0527"
"太仓Taicang0512","太仓","taicang","0512"
"太和Taihe0558","太和","taihe","0558"
"泰和Taihe0796","泰和","taihe","0796"
"太湖Taihu0556","太湖","taihu","0556"
"泰宁Taining0598","泰宁","taining","0598"
"台山Taishan0750","台山","taishan","0750"
"泰顺Taishun0577","泰顺","taishun","0577"
"泰兴Taixing0523","泰兴","taixing","0523"
"郯城Tancheng0539","郯城","tancheng","0539"
"唐海Tanghai0315","唐海","tanghai","0315"
"滕州Tengzhou0623","滕州","tengzhou","0623"
"天长Tianchang0550","天长","tianchang","0550"
"天台Tiantai0576","天台","tiantai","0576"
"桐城Tongcheng0556","桐城","tongcheng","0556"
"铜鼓Tonggu0795","铜鼓","tonggu","0795"
"通河Tonghe0451","通河","tonghe","0451"
"铜梁Tongliang023","铜梁","tongliang","023"
"铜陵Tongling0562","铜陵","tongling","0562"
"桐庐Tonglu0571","桐庐","tonglu","0571"
"潼南Tongnan023","潼南","tongnan","023"
"铜山Tongshan0516","铜山","tongshan","0516"
"桐乡Tongxiang0573","桐乡","tongxiang","0573"
"通州Tongzhou0513","通州","tongzhou","0513"
"瓦房店Wafangdian0411","瓦房店","wafangdian","0411"
"万安Wanan0796","万安","wanan","0796"
"望城Wangcheng0731","望城","wangcheng","0731"
"望江Wangjiang0556","望江","wangjiang","0556"
"万年Wannian0793","万年","wannian","0793"
"万载Wanzai0795","万载","wanzai","0795"
"微山Weishan0537","微山","weishan","0537"
"文成Wencheng0577","文成","wencheng","0577"
"文登Wendeng0631","文登","wendeng","0631"
"翁源Wengyuan0751","翁源","wengyuan","0751"
"温岭Wenling0576","温岭","wenling","0576"
"汶上Wenshang0537","汶上","wenshang","0537"
"温县Wenxian0391","温县","wenxian","0391"
"涡阳Woyang0558","涡阳","woyang","0558"
"五常Wuchang0451","五常","wuchang","0451"
"武城Wucheng0534","武城","wucheng","0534"
"吴川Wuchuan0759","吴川","wuchuan","0759"
"无棣Wudi0543","无棣","wudi","0543"
"五河Wuhe0552","五河","wuhe","0552"
"芜湖Wuhu0553","芜湖","wuhu","0553"
"五华Wuhua0753","五华","wuhua","0753"
"无极Wuji0311","无极","wuji","0311"
"吴江Wujiang0512","吴江","wujiang","0512"
"五莲Wulian0633","五莲","wulian","0633"
"武隆Wulong023","武隆","wulong","023"
"武鸣Wuming0771","武鸣","wuming","0771"
"武宁Wuning0792","武宁","wuning","0792"
"武平Wuping0597","武平","wuping","0597"
"巫山Wushan023","巫山","wushan","023"
"无为Wuwei0565","无为","wuwei","0565"
"巫溪Wuxi023","巫溪","wuxi","023"
"武义Wuyi0579","武义","wuyi","0579"
"武夷山Wuyishan0599","武夷山","wuyishan","0599"
"婺源Wuyuan0793","婺源","wuyuan","0793"
"武陟Wuzhi0391","武陟","wuzhi","0391"
"峡江Xiajiang0796","峡江","xiajiang","0796"
"夏津Xiajin0534","夏津","xiajin","0534"
"象山Xiangshan0574","象山","xiangshan","0574"
"响水Xiangshui0515","响水","xiangshui","0515"
"仙居Xianju0576","仙居","xianju","0576"
"仙游Xianyou0594","仙游","xianyou","0594"
"萧县Xiaoxian0557","萧县","xiaoxian","0557"
"霞浦Xiapu0593","霞浦","xiapu","0593"
"息烽Xifeng0851","息烽","xifeng","0851"
"新安Xinan0379","新安","xinan","0379"
"新昌Xinchang0575","新昌","xinchang","0575"
"信丰Xinfeng0797","信丰","xinfeng","0797"
"新丰Xinfeng0751","新丰","xinfeng","0751"
"新干Xingan0796","新干","xingan","0796"
"兴国Xingguo0797","兴国","xingguo","0797"
"兴化Xinghua0523","兴化","xinghua","0523"
"兴宁Xingning0753","兴宁","xingning","0753"
"行唐Xingtang0311","行唐","xingtang","0311"
"荥阳Xingyang0371","荥阳","xingyang","0371"
"星子Xingzi0792","星子","xingzi","0792"
"辛集Xinji0311","辛集","xinji","0311"
"新建Xinjian0791","新建","xinjian","0791"
"新津Xinjin028","新津","xinjin","028"
"新乐Xinle0311","新乐","xinle","0311"
"新民Xinmin024","新民","xinmin","024"
"新密Xinmi0371","新密","xinmi","0371"
"新泰Xintai0538","新泰","xintai","0538"
"新兴Xinxing0766","新兴","xinxing","0766"
"新沂Xinyi0516","新沂","xinyi","0516"
"信宜Xinyi0668","信宜","xinyi","0668"
"新郑Xinzheng0371","新郑","xinzheng","0371"
"休宁Xiuning0559","休宁","xiuning","0559"
"秀山Xiushan023","秀山","xiushan","023"
"修水Xiushui0792","修水","xiushui","0792"
"修文Xiuwen0851","修文","xiuwen","0851"
"修武Xiuwu0391","修武","xiuwu","0391"
"寻甸Xundian0871","寻甸","xundian","0871"
"寻乌Xunwu0797","寻乌","xunwu","0797"
"徐闻Xuwen0759","徐闻","xuwen","0759"
"盱眙Xuyi0517","盱眙","xuyi","0517"
"阳春Yangchun0662","阳春","yangchun","0662"
"阳东Yangdong0662","阳东","yangdong","0662"
"阳谷Yanggu0635","阳谷","yanggu","0635"
"阳山Yangshan0763","阳山","yangshan","0763"
"阳信Yangxin0543","阳信","yangxin","0543"
"阳西Yangxi0662","阳西","yangxi","0662"
"扬中Yangzhong0511","扬中","yangzhong","0511"
"偃师Yanshi0379","偃师","yanshi","0379"
"延寿Yanshou0451","延寿","yanshou","0451"
"兖州Yanzhou0537","兖州","yanzhou","0537"
"伊川Yichuan0379","伊川","yichuan","0379"
"宜丰Yifeng0795","宜丰","yifeng","0795"
"宜黄Yihuang0794","宜黄","yihuang","0794"
"依兰Yilan0451","依兰","yilan","0451"
"宜良Yiliang0871","宜良","yiliang","0871"
"沂南Yinan0539","沂南","yinan","0539"
"英德Yingde0763","英德","yingde","0763"
"颍上Yingshang0558","颍上","yingshang","0558"
"沂水Yishui0539","沂水","yishui","0539"
"义乌Yiwu0579","义乌","yiwu","0579"
"黟县Yixian0559","黟县","yixian","0559"
"宜兴Yixing0510","宜兴","yixing","0510"
"弋阳Yiyang0793","弋阳","yiyang","0793"
"宜阳Yiyang0379","宜阳","yiyang","0379"
"沂源Yiyuan0533","沂源","yiyuan","0533"
"仪征Yizheng0514","仪征","yizheng","0514"
"永安Yongan0598","永安","yongan","0598"
"永川Yongchuan023","永川","yongchuan","023"
"永春Yongchun0595","永春","yongchun","0595"
"永登Yongdeng0931","永登","yongdeng","0931"
"永定Yongding0597","永定","yongding","0597"
"永丰Yongfeng0796","永丰","yongfeng","0796"
"永吉Yongji0423","永吉","yongji","0423"
"永嘉Yongjia0577","永嘉","yongjia","0577"
"永康Yongkang0579","永康","yongkang","0579"
"邕宁Yongning0771","邕宁","yongning","0771"
"永泰Yongtai0591","永泰","yongtai","0591"
"永新Yongxin0796","永新","yongxin","0796"
"永修Yongxiu0792","永修","yongxiu","0792"
"尤溪Youxi0598","尤溪","youxi","0598"
"酉阳Youyang023","酉阳","youyang","023"
"元氏Yuanshi0311","元氏","yuanshi","0311"
"禹城Yucheng0534","禹城","yucheng","0534"
"于都Yudu0797","于都","yudu","0797"
"岳西Yuexi0556","岳西","yuexi","0556"
"余干Yugan0793","余干","yugan","0793"
"玉环Yuhuan0576","玉环","yuhuan","0576"
"余江Yujiang0701","余江","yujiang","0701"
"郁南Yunan0766","郁南","yunan","0766"
"云安Yunan0766","云安","yunan","0766"
"郓城Yuncheng0530","郓城","yuncheng","0530"
"云和Yunhe0578","云和","yunhe","0578"
"云霄Yunxiao0596","云霄","yunxiao","0596"
"云阳Yunyang023","云阳","yunyang","023"
"玉山Yushan0793","玉山","yushan","0793"
"榆树Yushu0431","榆树","yushu","0431"
"鱼台Yutai0537","鱼台","yutai","0537"
"玉田Yutian0315","玉田","yutian","0315"
"余姚Yuyao0574","余姚","yuyao","0574"
"榆中Yuzhong0931","榆中","yuzhong","0931"
"赞皇Zanhuang0311","赞皇","zanhuang","0311"
"增城Zengcheng020","增城","zengcheng","020"
"张家港Zhangjiagang0512","张家港","zhangjiagang","0512"
"漳平Zhangping0597","漳平","zhangping","0597"
"漳浦Zhangpu0596","漳浦","zhangpu","0596"
"章丘Zhangqiu0531","章丘","zhangqiu","0531"
"樟树Zhangshu0795","樟树","zhangshu","0795"
"沾化Zhanhua0543","沾化","zhanhua","0543"
"赵县Zhaoxian0311","赵县","zhaoxian","0311"
"招远Zhaoyuan0535","招远","zhaoyuan","0535"
"正定Zhengding0311","正定","zhengding","0311"
"政和Zhenghe0599","政和","zhenghe","0599"
"柘荣Zherong0593","柘荣","zherong","0593"
"中牟Zhongmou0371","中牟","zhongmou","0371"
"忠县Zhongxian023","忠县","zhongxian","023"
"周宁Zhouning0593","周宁","zhouning","0593"
"周至Zhouzhi029","周至","zhouzhi","029"
"庄河Zhuanghe0411","庄河","zhuanghe","0411"
"诸城Zhucheng0536","诸城","zhucheng","0536"
"诸暨Zhuji0575","诸暨","zhuji","0575"
"紫金Zijin0762","紫金","zijin","0762"
"资溪Zixi0794","资溪","zixi","0794"
"邹城Zoucheng0537","邹城","zoucheng","0537"
"邹平Zouping0543","邹平","zouping","0543"
"遵化Zunhua0315","遵化","zunhua","0315"
